Wikipedia article ID,Book title,Author,Publication date,GenreId,genres
20569005,Cross-Country Crime,Franklin W. Dixon,1995,"['/m/02n4kr', '/m/028v3']","['Mystery', 'Detective fiction']"
20571302,The Enormous Radio,John Cheever,,,
20578404,The Fate of a Crown,L. Frank Baum,,"['/m/03k9fj', '/m/08sdrw']","['Adventure', 'Adventure novel']"
20578476,The Game,Laurie R. King,2004,['/m/028v3'],['Detective fiction']
20578800,Annabel,L. Frank Baum,,['/m/03mfnf'],['Young adult literature']
20579899,Danger Down Under,Carolyn Keene,,,
20579994,The Edwardians,,,,
20580006,Buried Alive,Ralph Fletcher,1996-04,,
20583069,Juma and the Magic Jinn,,,['/m/016475'],['Picture book']
20584552,The Christopher Killer,Alane Ferguson,,"['/m/02n4kr', '/m/03mfnf']","['Mystery', 'Young adult literature']"
20584645,Portobello,Ruth Rendell,2008,['/m/05hgj'],['Novel']
20584657,The Birthday Present,Ruth Rendell,2002-06-06,"['/m/0lsxr', '/m/02n4kr']","['Crime Fiction', 'Mystery']"
20584690,The Girl Who Played with Fire,Stieg Larsson,2006,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr']","['Thriller', 'Mystery', 'Crime Fiction']"
20585273,Attack of the Mutant Underwear,Tom Birdseye,2003,['/m/0dwly'],"[""Children's literature""]"
20586146,Smurf Versus Smurf,,1973,,
20587941,One False Note,Gordon Korman,2008-12-02,"['/m/0dwly', '/m/08sdrw']","[""Children's literature"", 'Adventure novel']"
20591986,Mystery Train,,,,
20597324,Have You Been to the Beach Lately?,Ralph Fletcher,2001-04-01,,
20597996,A Writing Kind of Day,Ralph Fletcher,2005-04,,
20601018,Moving Day,Ralph Fletcher,2006-11,,
20601611,Just Call Me Stupid,Tom Birdseye,1993,['/m/0dwly'],"[""Children's literature""]"
20603188,Keep on the Shadowfell,Bruce R. Cordell,2008-05,['/m/06c9r'],['Role-playing game']
20604294,The Other Side of the Rainbow,,,,
20610075,Monkey Grip,Helen Garner,1977,['/m/05hgj'],['Novel']
20611803,Hawksmoor,Peter Ackroyd,1985-09,,
20612661,Tamsin,Peter S. Beagle,1999-10-01,"['/m/01hmnh', '/m/05hgj']","['Fantasy', 'Novel']"
20614663,The Rozabal Line,Ashwin Sanghi,,"['/m/01jfsb', '/m/02n4kr', '/m/0lsxr', '/m/02xlf']","['Thriller', 'Mystery', 'Crime Fiction', 'Fiction']"
20618843,Remix,Lawrence Lessig,2008,,
20621558,The Diothas,,,"['/m/014dfn', '/m/0c082']","['Speculative fiction', 'Utopian and dystopian fiction']"
20622273,The Soldiers of Halla,D.J. MacHale,,['/m/01hmnh'],['Fantasy']
20626238,The Room,"Hubert Selby, Jr.",1971,['/m/02xlf'],['Fiction']
20632872,The Snow Queen,Mercedes Lackey,2008,['/m/01hmnh'],['Fantasy']
20636889,Walking Trees,Ralph Fletcher,1990-10,,
20649665,After the War,Carol Matas,,['/m/03g3w'],['History']
20650540,Pariksha guru,,,,
20663668,Lost in the Barrens,Farley Mowat,1956-06,"['/m/05h0n', '/m/0dwly', '/m/02xlf']","['Nature', ""Children's literature"", 'Fiction']"
20669313,Riding for My Life,Julie Krone,,['/m/0xdf'],['Autobiography']
20671893,One Day of Life,Manlio Argueta,1980,['/m/05hgj'],['Novel']
20672669,Holy Deadlock,A. P. Herbert,1934,"['/m/022444', '/m/06nbt']","['Polemic', 'Satire']"
20673824,The Great Romance,,,"['/m/06n90', '/m/014dfn', '/m/0c082']","['Science Fiction', 'Speculative fiction', 'Utopian and dystopian fiction']"
20675409,Infinity and the Mind,Rudy Rucker,1982,,
20675558,Alamat ng Gubat,Bob Ong,2003,['/m/09kqc'],['Humour']
20676940,Wildwood Dancing,Juliet Marillier,2006-07-01,"['/m/01hmnh', '/m/014dfn', '/m/03mfnf', '/m/0dwly']","['Fantasy', 'Speculative fiction', 'Young adult literature', ""Children's literature""]"
20678230,"Race Rebels: Culture, Politics, and the Black Working Class",Robin D.G. Kelley,1994,,
20684325,Once in a Lifetime,Moss Hart,,,
20686614,No More Dead Dogs,Gordon Korman,2002,['/m/0dwly'],"[""Children's literature""]"
20691876,Every Day is Mother's Day,Hilary Mantel,1985,['/m/05hgj'],['Novel']
20692213,Moon of the Spider,Richard A. Knaak,2005-12-27,['/m/01hmnh'],['Fantasy']
20699375,The Vodi,,,,
20701014,Hunter's Run,Gardner Dozois,2007,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
20707158,Earth Revisited,,,"['/m/014dfn', '/m/0c082']","['Speculative fiction', 'Utopian and dystopian fiction']"
20708124,Suicide Hill,James Ellroy,1987,"['/m/0lsxr', '/m/05hgj']","['Crime Fiction', 'Novel']"
20710665,Beyond Thirty and The Man-Eater,Edgar Rice Burroughs,1957,,
20714180,1969: The Year Everything Changed,,,,
20718964,Drift and Mastery,Walter Lippmann,1914,,
20730428,You'll Never Eat Lunch in This Town Again,Julia Phillips,1991-03-06,,
20733244,The Bulwark,Theodore Dreiser,1946,['/m/05hgj'],['Novel']
20737906,Feathers,Jacqueline Woodson,2007-03-01,['/m/03mfnf'],['Young adult literature']
20742442,Bhuswargo Bhayankar,Satyajit Ray,1987,['/m/028v3'],['Detective fiction']
20746136,The Propitious Esculent,John Reader,2008,,
20747323,The Informer,Liam O'Flaherty,,,
20751166,A Jest of God,Margaret Laurence,1966,['/m/02xlf'],['Fiction']
20762091,The Philosophical Discourse of Modernity,,,,
20767082,Blood Promise,Richelle Mead,2009-08-25,"['/m/02vzzv', '/m/03mfnf', '/m/04n87l', '/m/01qxvh', '/m/072lff']","['Urban fantasy', 'Young adult literature', 'Dark fantasy', 'Romance novel', 'Paranormal romance']"
20768681,The Nether World,,1889,,
20775154,Tamburlaine Must Die,Louise Welsh,2004,,
20776698,Breaking Dawn,Stephenie Meyer,2008-08,"['/m/014dfn', '/m/03mfnf', '/m/01qxvh', '/m/072lff']","['Speculative fiction', 'Young adult literature', 'Romance novel', 'Paranormal romance']"
20786427,The Mysterious Edge of the Heroic World,E. L. Konigsburg,,"['/m/02n4kr', '/m/0dwly']","['Mystery', ""Children's literature""]"
20787429,The Wild Girls,Pat Murphy,2008,,
20792060,We Murder Stella,Marlen Haushofer,1958,['/m/0l67h'],['Novella']
20796420,The Year of the Angry Rabbit,Russell Braddon,1964,['/m/06n90'],['Science Fiction']
20797033,Found,Margaret Haddix,2008-04,"['/m/06n90', '/m/03mfnf']","['Science Fiction', 'Young adult literature']"
20797038,Compelling Evidence,,,,
20797941,The People of Kau,,1976,,
20798854,Handles,Jan Mark,1983-10-26,"['/m/026llv5', '/m/0dwly']","['Literary realism', ""Children's literature""]"
20805713,Le Chercheur d'or,Jean-Marie Gustave Le Clézio,1985,['/m/05hgj'],['Novel']
20805812,Étoile errante,Jean-Marie Gustave Le Clézio,1992,['/m/05hgj'],['Novel']
20806051,Ourania,Jean-Marie Gustave Le Clézio,2006,['/m/05hgj'],['Novel']
20806268,Ritournelle de la faim,Jean-Marie Gustave Le Clézio,2008-10-01,['/m/05hgj'],['Novel']
20808837,Vanishing Africa,,1982,,
20814896,The Gray Cloth,,,['/m/06n90'],['Science Fiction']
20815127,Along for the Ride,Sarah Dessen,2009-06-16,['/m/03mfnf'],['Young adult literature']
20819071,A Crooked Kind of Perfect,,,,
20819671,Near to the Wild Heart,Clarice Lispector,,,
20820681,Sent,Margaret Haddix,2008-04-22,"['/m/06n90', '/m/03mfnf']","['Science Fiction', 'Young adult literature']"
20829007,Lullaby,Jean-Marie Gustave Le Clézio,1980,['/m/0707q'],['Short story']
20830044,The Redeemer,Jo Nesbø,2005,['/m/0lsxr'],['Crime Fiction']
20833947,"Churchill, Hitler and the Unnecessary War",Pat Buchanan,2008,"['/m/03g3w', '/m/05qt0']","['History', 'Politics']"
20840271,High Hopes: The Amityville Murders,,,,
20841003,Things Could Be Worse,Lily Brett,1990,['/m/012jgz'],['Autobiographical novel']
20842506,The Wings of Merlin,T. A. Barron,2000,['/m/01hmnh'],['Fantasy']
20843815,Pirate Freedom,Gene Wolfe,2007,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
20846893,The Boy In The Dress,David Walliams,2008-10-01,,
20851940,Aunt Jane's Nieces Abroad,L. Frank Baum,,['/m/03mfnf'],['Young adult literature']
20854948,Quofum,Alan Dean Foster,2008,['/m/06n90'],['Science Fiction']
20857540,Curious George,Margret Rey,1941,['/m/0dwly'],"[""Children's literature""]"
20857690,Curious George Takes a Job,H. A. Rey,1947,['/m/0dwly'],"[""Children's literature""]"
20857858,The Eye of the Forest,Philip Kerr,2009-01,['/m/01hmnh'],['Fantasy']
20857999,Curious George Rides a Bike,H. A. Rey,1952,['/m/0dwly'],"[""Children's literature""]"
20864019,Syren,Angie Sage,2009-09-29,['/m/01hmnh'],['Fantasy']
20864491,Sam's Letters to Jennifer,James Patterson,,,
20864838,Bare Bones,Kathy Reichs,2003,['/m/0lsxr'],['Crime Fiction']
20865989,The Poverty of Historicism,Karl Popper,1957,,
20865994,Lost and Found,Andrew Clements,2008-07-01,['/m/0dwly'],"[""Children's literature""]"
20866931,Curious George Goes to the Hospital,H. A. Rey,1966,['/m/0dwly'],"[""Children's literature""]"
20874302,Storm from the Shadows,David Weber,2009-02,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
20874611,Aunt Jane's Nieces at Millville,L. Frank Baum,,"['/m/028v3', '/m/06nbt', '/m/03mfnf', '/m/01z4y']","['Detective fiction', 'Satire', 'Young adult literature', 'Comedy']"
20877284,The White Road,Lynn Flewelling,2010-05-25,['/m/01hmnh'],['Fantasy']
20885304,Dragonwyck,Anya Seton,1944,"['/m/03g3w', '/m/02p0szs', '/m/01qxvh']","['History', 'Historical fiction', 'Romance novel']"
20893451,The Cost of Discipleship,Dietrich Bonhoeffer,,,
20898130,A Crystal Age,William Henry Hudson,,"['/m/06n90', '/m/0c082']","['Science Fiction', 'Utopian and dystopian fiction']"
20899493,Sunrise,Erin Hunter,2009-04-21,"['/m/0dwly', '/m/01hmnh']","[""Children's literature"", 'Fantasy']"
20906393,The Chief Designer,Andy Duncan,2001-06,,
20909788,The Island of Adventure,Enid Blyton,1944,['/m/08sdrw'],['Adventure novel']
20916981,The Ethnic Cleansing of Palestine,,2006,['/m/03g3w'],['History']
20918853,The Confessor,Daniel Silva,2003,"['/m/01jfsb', '/m/02xlf', '/m/05hgj']","['Thriller', 'Fiction', 'Novel']"
20930930,Rumors: A Luxe Novel,Anna Godbersen,2008-08-01,"['/m/03mfnf', '/m/07s9rl0', '/m/01qxvh']","['Young adult literature', 'Drama', 'Romance novel']"
20936154,Kinflicks,Lisa Alther,1976,['/m/05hgj'],['Novel']
20937938,Death with Interruptions,José Saramago,2005,,
20938141,The Cartier Project,,,,
20939453,Guarding Hanna,,,,
20939542,The Crossroads,Chris Grabenstein,2008,"['/m/01jfsb', '/m/0dwly']","['Thriller', ""Children's literature""]"
20939604,King of the Rattling Spirits,Miha Mazzini,,['/m/05hgj'],['Novel']
20945705,City of the Spider Queen,,,['/m/06c9r'],['Role-playing game']
20947822,Les Animaux dénaturés,,,,
20952962,Aunt Jane's Nieces and Uncle John,L. Frank Baum,,"['/m/04z2hx', '/m/03mfnf']","['Travel literature', 'Young adult literature']"
20953071,Judicially Murdered,,,,
20954524,In Arabia We'd All Be Kings,Stephen Adly Guirgis,,,
20957046,The Deruga Case,Ricarda Huch,,,
20960717,The Sugar Syndrome,Lucy Prebble,,,
20963422,Babylon Babies,Maurice Georges Dantec,1999-12,['/m/06n90'],['Science Fiction']
20964104,Six-legged Soldiers: Using Insects as Weapons of War,Jeffrey A. Lockwood,2008-10-10,,
20964670,The Defector,,,,
20967530,Doom 3: Maelstrom,Matthew J. Costello,,['/m/06n90'],['Science Fiction']
20970270,Anesthesia: A Brief Reflection on Contemporary Aesthetics,,,,
20971600,Aunt Jane's Nieces at Work,L. Frank Baum,,['/m/03mfnf'],['Young adult literature']
20975319,The Legend of Sigurd and Gudrún,Christopher Tolkien,2009-05-05,['/m/01hmnh'],['Fantasy']
20982797,The Price of Murder,Bruce Cook,2003,"['/m/0lsxr', '/m/0hwxm']","['Crime Fiction', 'Historical novel']"
20982877,Rules of Engagement: A Sir John Fielding Mystery,Bruce Cook,2005-03,"['/m/0lsxr', '/m/0hwxm']","['Crime Fiction', 'Historical novel']"
20985742,Aunt Jane's Nieces in the Red Cross,L. Frank Baum,,['/m/03mfnf'],['Young adult literature']
20990348,A Person of Interest,Susan Choi,2008,"['/m/02n4kr', '/m/05hgj', '/m/02xlf', '/m/0c3351']","['Mystery', 'Novel', 'Fiction', 'Suspense']"
20990370,The Jukebox Queen of Malta,Nicholas Rinaldi,1999-02,,
20992955,A Woman With No Clothes On,,,,
20995280,Le Système Ribadier,Georges Feydeau,,,
21000003,Day of Reckoning,Jack Higgins,,,
21000359,Seekers of the Sky,Sergey Lukyanenko,,"['/m/0mz2', '/m/01hmnh']","['Alternate history', 'Fantasy']"
21004828,Dying to Live,,,,
21007236,Son of Interflux,,,"['/m/03k9fj', '/m/08sdrw']","['Adventure', 'Adventure novel']"
21007574,Suck It Up,,,,
21011952,Bad Monkeys,,,,
21016158,Zanesville,Kris Saknussemm,2005-10,['/m/06n90'],['Science Fiction']
21017151,Diana of Dobson's,Cicely Hamilton,,,
21020935,The Mystery of the Missing Necklace,,,,
21023020,Autonomy,Daniel Blythe,,['/m/06n90'],['Science Fiction']
21026394,"No Coins, Please",,,"['/m/03k9fj', '/m/08sdrw']","['Adventure', 'Adventure novel']"
21028092,Triptych,Wendy Coakley-Thompson,,['/m/05hgj'],['Novel']
21031129,Chroniques du Pays des Mères,Élisabeth Vonarburg,1992,['/m/06n90'],['Science Fiction']
21035059,Frozen Fire,Tim Bowler,2006-09-07,['/m/03mfnf'],['Young adult literature']
21046629,Roberto: The Insect Architect,,,,
21047655,The Krillitane Storm,,,['/m/06n90'],['Science Fiction']
21048471,Curtain Up,Noel Streatfeild,1944,,
21049461,Harriet Said...,Beryl Bainbridge,1972,['/m/05hgj'],['Novel']
21054799,The Siege of Trencher's Farm,Gordon Williams,,['/m/0lsxr'],['Crime Fiction']
21062451,The Visitors,,,['/m/06n90'],['Science Fiction']
21062612,The Greatest Show on Earth: The Evidence for Evolution,Richard Dawkins,2009,,
21068449,Ionia,,,"['/m/08g5mv', '/m/014dfn', '/m/0c082']","['Lost World', 'Speculative fiction', 'Utopian and dystopian fiction']"
21072948,Snabba cash,Jens Lapidus,2006,"['/m/0lsxr', '/m/03xj9g']","['Crime Fiction', 'Hardboiled']"
21075007,Murder Most Fab,,,,
21075514,Colossus and the Crab,Dennis Feltham Jones,1977,['/m/06n90'],['Science Fiction']
21081019,We Couldn't Leave Dinah,Mary Treadgold,1941,"['/m/098tmk', '/m/0dwly']","['War novel', ""Children's literature""]"
21081676,Chronic City,Jonathan Lethem,2009-09-15,['/m/02xlf'],['Fiction']
21082701,Alexandria,Lindsey Davis,2009-02-05,['/m/0lsxr'],['Crime Fiction']
21086525,Trading Faces,,2008-12-30,['/m/03mfnf'],['Young adult literature']
21087743,To the Wedding,,,,
21087829,Palamedes,,,,
21097608,Visitors from London,Kitty Barne,1940,"['/m/098tmk', '/m/0dwly']","['War novel', ""Children's literature""]"
21101819,One Corpse Too Many,Edith Pargeter,1979,['/m/02n4kr'],['Mystery']
21104381,The Folklore of Discworld,,2008,,
21106378,Homunculus,James Blaylock,1986,['/m/06n90'],['Science Fiction']
21108410,An Episode in the Life of a Landscape Painter,César Aira,2000,['/m/05hgj'],['Novel']
21110037,The Worry Website,Jacqueline Wilson,,['/m/0dwly'],"[""Children's literature""]"
21111369,Ghosts,César Aira,1990,['/m/05hgj'],['Novel']
21111494,How I Became a Nun,César Aira,1993,['/m/05hgj'],['Novel']
21111597,Island,Jane Rogers,1999,,
21113559,The Secret Magdalene,Ki Longfellow,2005-03,"['/m/0mz2', '/m/0hwxm']","['Alternate history', 'Historical novel']"
21116901,River Boy,Tim Bowler,1997-10-09,['/m/03mfnf'],['Young adult literature']
21117313,Karmabhoomi,Munshi Premchand,,['/m/05hgj'],['Novel']
21119142,L’adolescent de sal,,,,
21122210,Pyramid of Shadows,Mike Mearls,,,
21123869,Separation of Power,Vince Flynn,2001-10-01,,
21125507,The Hacker and the Ants,Rudy Rucker,,"['/m/06n90', '/m/05hgj']","['Science Fiction', 'Novel']"
21126673,King of the Trollhaunt Warrens,Logan Bonner,2008,['/m/06c9r'],['Role-playing game']
21128964,House to House,David Bellavia,,,
21139785,Der Blindensturz,Gert Hofmann,1985,,
21151605,The Great Wheel,Robert Lawson,1957-08-19,['/m/0dwly'],"[""Children's literature""]"
21153139,Fabulous Histories,,,,
21153195,No One Thinks Of Greenland,John Griesemer,2003,['/m/098tmk'],['War novel']
21155223,In Your Dreams,,,,
21156477,Alcatraz Versus the Scrivener's Bones,Brandon Sanderson,,['/m/01hmnh'],['Fantasy']
21162721,The White Tiger,,1987,"['/m/01jfsb', '/m/02xlf']","['Thriller', 'Fiction']"
21164857,Hell's Horizon,Darren Shan,,,
21168728,O Presidente Negro,Monteiro Lobato,,['/m/06n90'],['Science Fiction']
21174603,Paint It Black: A Novel,Janet Fitch,2006,['/m/05hgj'],['Novel']
21182118,Do Hard Things: A Teenage Rebellion Against Low Expectations,,2008-04-15,,
21182170,Fifth Planet,,1963,['/m/06n90'],['Science Fiction']
21182202,Ossian's Ride,,1959,['/m/06n90'],['Science Fiction']
21183148,The War Between the Tates,Alison Lurie,1974,['/m/05hgj'],['Novel']
21188512,The Lost World,Michael Crichton,1995-09,"['/m/06n90', '/m/0dwly', '/m/014dfn', '/m/017rf8', '/m/01hmnh', '/m/02xlf', '/m/0c3351']","['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Techno-thriller', 'Fantasy', 'Fiction', 'Suspense']"
21194737,Code to Zero,Ken Follett,2001-11-01,['/m/01jfsb'],['Thriller']
21196005,The Black Robe,Wilkie Collins,1881,"['/m/02n4kr', '/m/02ql9']","['Mystery', 'Epistolary novel']"
21197683,The Man with a Thousand Names,,,,
21212763,Green Lantern: Willworld,,,,
21213282,"Innocent, Her Fancy and His Fact",Marie Corelli,1914,,
21226088,Modernizing Tradition,,,,
21234989,Jud Süß,,,,
21238422,There's a Girl in My Hammerlock,Jerry Spinelli,1991,,
21238800,Dead Man's Ransom,Edith Pargeter,1984,['/m/02n4kr'],['Mystery']
21243200,Dead Until Dark,Charlaine Harris,2001,"['/m/0kflf', '/m/014dfn', '/m/01qxvh', '/m/02n4kr', '/m/01hmnh', '/m/02xlf', '/m/072lff', '/m/039vk']","['Vampire fiction', 'Speculative fiction', 'Romance novel', 'Mystery', 'Fantasy', 'Fiction', 'Paranormal romance', 'Gothic fiction']"
21244442,Risk Assessment,,,,
21244515,The Undertaker's Gift,,,,
21251990,The Accidental Time Machine,Joe Haldeman,2008,"['/m/06n90', '/m/014dfn']","['Science Fiction', 'Speculative fiction']"
21254884,Two Hundred Years Together,Aleksandr Solzhenitsyn,2002,,
21257320,Dark Fire,Chris D'Lacey,,['/m/01hmnh'],['Fantasy']
21259978,Kirinyaga,,1998,,
21261895,Kirakira,,,,
21263858,Chalice,Robin McKinley,2008,,
21269019,Nostalgia,Mircea Cărtărescu,1989,,
21270123,Poor Miss Finch,Wilkie Collins,1872,['/m/014dfn'],['Speculative fiction']
21276818,Galactic Odyssey,Keith Laumer,,['/m/06n90'],['Science Fiction']
21276942,The Last Decathlon,,1980-05,,
21278165,Paula Spencer,Roddy Doyle,2006,['/m/02xlf'],['Fiction']
21278693,Tom Clancy's Ghost Recon,David Michaels,,"['/m/01jfsb', '/m/017rf8']","['Thriller', 'Techno-thriller']"
21280863,Da Tang You Xia Zhuan,Liang Yusheng,1963-01-01,['/m/08322'],['Wuxia']
21284829,Shroud,,,,
21285548,The Quickie,James Patterson,,['/m/02xlf'],['Fiction']
21295018,A Death in Vienna,,2004-02-23,,
21295073,Leaf In A Bitter Wind,Ting-Xing Ye,2000-06-01,['/m/0xdf'],['Autobiography']
21297128,Foe,John Maxwell Coetzee,1986,"['/m/0fr3y1', '/m/05hgj']","['Parallel novel', 'Novel']"
21298607,I'm the King of the Castle,Susan Hill,1970,,
21299797,The Officers' Ward,Marc Dugain,,['/m/098tmk'],['War novel']
21299880,Savvy,Ingrid Law,2008,"['/m/014dfn', '/m/0dwly', '/m/02xlf']","['Speculative fiction', ""Children's literature"", 'Fiction']"
21303743,"Green, Green My Valley Now",,,,
21304880,DARLAH,,,,
21305693,Tuvalu,Andrew O'Connor,2006,['/m/05hgj'],['Novel']
21311641,Deeper,Roderick Gordon,2008-05-05,"['/m/07fwvc', '/m/06n90', '/m/08g5mv']","['Subterranean fiction', 'Science Fiction', 'Lost World']"
21312739,"I miss you, I miss you!",,,,
21315197,Living Dead in Dallas,Charlaine Harris,2002-03,"['/m/039vk', '/m/02n4kr', '/m/014dfn', '/m/01hmnh', '/m/01qxvh']","['Gothic fiction', 'Mystery', 'Speculative fiction', 'Fantasy', 'Romance novel']"
21316627,Club Dead,Charlaine Harris,2003,"['/m/014dfn', '/m/01qxvh', '/m/02n4kr', '/m/01hmnh', '/m/02xlf', '/m/039vk']","['Speculative fiction', 'Romance novel', 'Mystery', 'Fantasy', 'Fiction', 'Gothic fiction']"
21319552,The Boy Who Dared,Susan Campbell Bartoletti,2008,['/m/02p0szs'],['Historical fiction']
21322333,Dogzilla,Dav Pilkey,1993,['/m/0dwly'],"[""Children's literature""]"
21322522,The Secret Scripture,Sebastian Barry,2009-09-29,"['/m/02xlf', '/m/05hgj']","['Fiction', 'Novel']"
21326740,"For Love & Money: A Writing Life, 1968-1987",Jonathan Raban,,,
21327456,Fathers and Forefathers,Slobodan Selenić,,,
21330916,The Princess and Curdie,George MacDonald,,,
21332334,Spindrift,Allen Steele,2007,,
21333614,Moving the Mountain,Charlotte Perkins Gilman,,['/m/0c082'],['Utopian and dystopian fiction']
21337264,Freefall,Roderick Gordon,2009-05-18,"['/m/07fwvc', '/m/06n90', '/m/08g5mv']","['Subterranean fiction', 'Science Fiction', 'Lost World']"
21338632,Thirteenth City,Sergey Lukyanenko,,['/m/06n90'],['Science Fiction']
21341823,The Way of Shadows,Brent Weeks,,"['/m/014dfn', '/m/01hmnh']","['Speculative fiction', 'Fantasy']"
21342874,The Last of the Immortals,Andrey Livadny,,['/m/01smf2'],['Military science fiction']
21343562,Still I Rise: A Graphic History of African Americans,Charles R. Johnson,2009-02,,
21345627,The Winds of Dune,Brian Herbert,2009-08-04,['/m/06n90'],['Science Fiction']
21347582,Headlong,Simon Ings,1999,['/m/06n90'],['Science Fiction']
21350290,Yes Man,Danny Wallace,,['/m/09kqc'],['Humour']
21364710,Horizon,Lois McMaster Bujold,2009-01-27,['/m/01hmnh'],['Fantasy']
21364772,March Upcountry,John Ringo,,['/m/06n90'],['Science Fiction']
21365995,Girl Meets Boy,Ali Smith,2007-11-01,,
21371954,Crocodile Tears,Anthony Horowitz,,['/m/06wkf'],['Spy fiction']
21377209,Crazy Love: Overwhelmed by a Relentless God,Francis Chan,2008,,
21384091,Notes From the Midnight Driver,Jordan Sonnenblick,2006,['/m/03mfnf'],['Young adult literature']
21385752,"Deadly, Unna?",Phillip Gwynne,,['/m/03mfnf'],['Young adult literature']
21385964,Alien Secrets,,,,
21387145,The Birthday Party,,2007,['/m/05hgj'],['Novel']
21387495,Alphabet of Dreams,Susan Fletcher,2006-08-22,['/m/014dfn'],['Speculative fiction']
21389528,To Venus in Five Seconds,Fred T. Jane,,"['/m/06n90', '/m/06nbt', '/m/014dfn']","['Science Fiction', 'Satire', 'Speculative fiction']"
21412327,Granny Was a Buffer Girl,Berlie Doherty,1986-10-23,"['/m/0dwly', '/m/03mfnf', '/m/02xlf']","[""Children's literature"", 'Young adult literature', 'Fiction']"
21412409,Wings of Wrath,Celia S. Friedman,2009-02-03,['/m/01hmnh'],['Fantasy']
21413588,Best Foot Forward,John Cecil Holm,,,
21414337,Realms of Horror,Lawrence Schick,,,
21426733,Decca: The Letters of Jessica Mitford,,2006,,
21429984,Day of the Iguana,,,,
21431891,The New Paul and Virginia,William Hurrell Mallock,,"['/m/06nbt', '/m/0c082']","['Satire', 'Utopian and dystopian fiction']"
21438914,Siebenkäs,,,,
21453243,Beatles,,,,
21460789,The Formation of Vegetable Mould through the Action of Worms,Charles Darwin,1881-10,,
21466116,The Mandelbaum Gate,Muriel Spark,1965,['/m/02xlf'],['Fiction']
21474059,The Moscoviad,,,,
21479304,La Brière,Alphonse de Châteaubriant,1923,,
21485855,"Gone, But Not Forgotten",Phillip Margolin,1993-09-01,,
21488496,Emmeline,,,,
21493798,Skeletons at the feast,,,,
21505280,The Bandit of Hell's Bend,Edgar Rice Burroughs,1921-10-06,['/m/025txgl'],['Western fiction']
21507989,Nordy Bank,Sheena Porter,1964,['/m/0dwly'],"[""Children's literature""]"
21526083,"Silent Thunder: Breaking Through Cultural, Racial, and Class Barriers in Motorsports",,2004,,
21535610,Go With Me,Castle Freeman,2008-01,['/m/02xlf'],['Fiction']
21536272,Betrayal,Lois Tilton,1994-05,['/m/06n90'],['Science Fiction']
21539712,The Third Millennium: A History of the World AD 2000-3000,,,,
21546093,Torikaebaya Monogatari,,,,
21550053,EarthWeb,Marc Stiegler,,['/m/014dfn'],['Speculative fiction']
21555256,The Temple Beau,Henry Fielding,,,
21559095,Winter,John Marsden,2000,['/m/03mfnf'],['Young adult literature']
21564872,The Trouble With Normal,Michael Warner,1999,,
21567795,The Prophet Murders,Mehmet Murat Somer,,['/m/0lsxr'],['Crime Fiction']
21569418,Star Wars: Darth Bane: Dynasty of Evil,Drew Karpyshyn,,['/m/06n90'],['Science Fiction']
21571664,The River Why,David James Duncan,1983,['/m/02xlf'],['Fiction']
21575263,The Dixon Cornbelt League and Other Baseball Stories,,,,
21580251,Angelology,Danielle Trussoni,2010-03-09,"['/m/01jfsb', '/m/02xlf']","['Thriller', 'Fiction']"
21580872,Julia,,,,
21585491,Someone Named Eva,,,['/m/02p0szs'],['Historical fiction']
21588569,Fragile Eternity,Melissa Marr,2009-04-21,"['/m/02vzzv', '/m/03mfnf']","['Urban fantasy', 'Young adult literature']"
21591234,Majya Jalmachi Chittarkatha,,1984,['/m/0xdf'],['Autobiography']
21591580,Science Fair,,,,
21594356,"Bradley McGogg, the very fine frog",J. Timothy Hunt,2009-03,['/m/0dwly'],"[""Children's literature""]"
21598879,The Faithful Spy,Alex Berenson,2006,"['/m/06wkf', '/m/05hgj']","['Spy fiction', 'Novel']"
21609151,The Two Sisters,H. E. Bates,1926,,
21611463,9 Dragons,Michael Connelly,2009-10-13,['/m/0lsxr'],['Crime Fiction']
21614148,Other People,Martin Amis,1981,"['/m/014dfn', '/m/02xlf']","['Speculative fiction', 'Fiction']"
21624439,Mr. Monk Goes to the Firehouse,Lee Goldberg,2006-01-03,['/m/02n4kr'],['Mystery']
21629798,Dead to the World,Charlaine Harris,2004-05-04,"['/m/03npn', '/m/014dfn', '/m/01qxvh', '/m/02n4kr', '/m/01hmnh', '/m/039vk']","['Horror', 'Speculative fiction', 'Romance novel', 'Mystery', 'Fantasy', 'Gothic fiction']"
21638377,The Changeover: A Supernatural Romance,Margaret Mahy,1984-05-01,"['/m/01hmnh', '/m/0dwly', '/m/03mfnf', '/m/014dfn', '/m/02xlf']","['Fantasy', ""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"
21642566,The Dressmaker,Beryl Bainbridge,1973,"['/m/05hgj', '/m/059r08']","['Novel', 'Psychological novel']"
21654663,Gold,Dan Rhodes,2007,,
21657493,The Collector Collector,Tibor Fischer,1997-03-17,,
